	ENPH	ENPH	ENPH	ENPH	ENPH	SPCE	SPCE	SPCE	SPCE	SPCE	SQ	SQ	SQ	SQ	SQ	UBER	UBER	UBER	UBER	UBER
	open	high	low	close	volume	open	high	low	close	volume	open	high	low	close	volume	open	high	low	close	volume
time																				
2019-12-13 00:00:00-05:00	23.9	25.5	23.9	24.6	6224400.0	9.19	9.275	8.75	9.03	2059752.0	66.02	66.34	64.4849	64.79	6093798	28.58	28.84	28.27	28.5	23840869.0
2019-12-16 00:00:00-05:00	25.0	25.95	24.53	25.76	5600106.0	9.0	9.38	8.98	9.29	2876441.0	65.0	67.3	65.0	66.47	4974643	29.11	30.13	29.1	30.03	41530745.0
2019-12-17 00:00:00-05:00	25.74	26.13	25.45	25.84	4493653.0	9.26	9.38	9.2013	9.3	2178939.0	66.53	66.55	65.12	65.55	4075216	30.37	30.42	29.53	29.73	28759211.0
2019-12-18 00:00:00-05:00	25.97	26.5	24.89	25.74	4310217.0	9.3	9.67	9.3	9.57	3093070.0	65.91	66.3	65.1	65.13	2818020	29.62	30.14	29.34	30.13	26099337.0
2019-12-19 00:00:00-05:00	25.8	26.63	25.8	25.9538	5282330.0	9.51	10.5	9.51	10.38	5538063.0	64.9	65.57	64.12	64.5	5249758	29.84	30.17	29.5301	29.96	24426627.0
2019-12-20 00:00:00-05:00	26.05	26.43	25.59	25.92	4123573.0	10.5	10.89	10.2	10.84	5938239.0	64.57	65.13	63.55	63.61	5401113	30.1	31.03	29.85	30.49	48492603.0
2019-12-23 00:00:00-05:00	25.95	27.03	25.85	26.81	4750730.0	10.99	11.0	10.57	10.96	3544859.0	63.52	64.22	62.675	62.8	4602897	30.49	30.94	29.83	30.3385	23997531.0
2019-12-24 00:00:00-05:00	26.89	27.17	26.59	27.0	1870858.0	11.05	11.49	11.01	11.4	2438124.0	62.8	64.02	62.37	63.96	3378703	30.33	30.84	30.11	30.48	12157042.0
2019-12-26 00:00:00-05:00	27.16	27.585	26.58	27.34	3816669.0	11.5	11.87	10.59	10.9	5647628.0	64.08	64.9153	63.73	64.05	3719205	30.47	30.79	30.03	30.68	18491859.0
2019-12-27 00:00:00-05:00	27.35	27.4899	26.535	26.75	2599035.0	10.87	11.7	10.62	11.57	6689653.0	64.33	64.4	63.06	63.82	4073113	30.8	31.06	30.17	30.18	16221565.0
2019-12-30 00:00:00-05:00	26.71	26.852	25.23	25.37	4172270.0	11.6	11.72	11.08	11.5	3991009.0	63.5	63.76	61.55	61.8	6077125	30.13	30.2	29.35	29.75	16134251.0
2019-12-31 00:00:00-05:00	25.16	26.19	24.75	26.13	3259977.0	11.32	11.64	11.3	11.55	1836160.0	61.15	62.7	61.0	62.56	5005015	29.11	29.95	28.9	29.73	15215857.0
2020-01-02 00:00:00-05:00	26.37	29.35	26.04	29.34	7582721.0	11.7	11.89	11.43	11.79	3794792.0	62.99	64.05	62.95	63.83	4571798	29.94	31.0	29.79	30.99	18861776.0
2020-01-03 00:00:00-05:00	28.79	29.73	28.38	29.28	4682579.0	11.54	11.9	11.5	11.82	2253140.0	62.59	63.27	62.33	63.0	4870465	30.62	31.43	30.48	31.37	17618472.0
2020-01-06 00:00:00-05:00	29.05	29.66	27.83	29.65	4462305.0	11.81	11.8482	11.05	11.39	3010279.0	61.36	62.58	61.13	62.57	5681852	31.01	32.06	31.0	31.58	19647381.0
2020-01-07 00:00:00-05:00	29.82	30.2	28.66	29.995	5193241.0	11.4	11.45	11.0609	11.37	1671093.0	64.57	65.49	63.66	64.57	9016472	31.79	32.84	31.36	32.81	25774477.0
2020-01-08 00:00:00-05:00	29.68	31.5	29.44	31.0	5194943.0	11.12	11.5	11.11	11.42	1728781.0	64.56	68.0	64.15	67.6	11080356	32.73	34.52	32.5	33.93	41183756.0
2020-01-09 00:00:00-05:00	31.62	32.37	30.96	31.58	6153054.0	11.52	12.17	11.44	12.04	5807246.0	68.22	68.3099	66.7	67.92	7305175	34.45	34.47	33.22	33.96	25645274.0
2020-01-10 00:00:00-05:00	31.56	32.0	30.37	30.66	5250013.0	12.74	13.0	12.32	12.83	5947830.0	68.46	69.51	67.89	67.99	5688057	34.08	34.99	33.835	33.99	27058444.0
2020-01-13 00:00:00-05:00	30.94	31.89	30.5341	30.79	4150011.0	13.0199	14.11	13.0	13.73	8769201.0	68.24	69.05	67.83	68.66	7374157	34.29	34.34	33.55	34.14	14986112.0
2020-01-14 00:00:00-05:00	30.91	30.94	29.54	30.19	6247849.0	14.27	14.38	13.7	13.98	7321130.0	68.99	69.28	68.1	68.16	5437792	34.2	35.02	33.92	34.83	22850956.0
2020-01-15 00:00:00-05:00	29.98	30.3701	29.16	30.19	4102477.0	14.12	15.97	13.75	14.86	13864443.0	68.54	71.0	68.5	70.37	8323932	34.9	35.1493	34.51	35.01	19403811.0
2020-01-16 00:00:00-05:00	30.15	30.9065	30.13	30.83	3121181.0	15.76	16.0	14.56	14.9451	12087669.0	70.95	71.0	69.19	69.53	5612457	35.03	35.06	34.18	34.67	20632185.0
2020-01-17 00:00:00-05:00	30.97	31.85	30.73	31.5	3755130.0	15.04	15.8	14.76	15.65	6391688.0	69.84	70.3	69.19	69.38	4526466	34.97	35.25	34.65	35.12	14875113.0
2020-01-21 00:00:00-05:00	31.61	31.69	30.63	31.26	5907686.0	16.31	17.6	16.21	17.31	29506136.0	69.2	69.62	68.31	68.31	8179275	35.5	37.8	35.41	37.62	84979473.0
2020-01-22 00:00:00-05:00	31.5	32.3	31.34	31.615	7066434.0	18.43	19.84	18.1	19.75	66240954.0	68.92	70.047	68.69	68.69	8921836	37.94	37.94	36.92	37.06	50483381.0
2020-01-23 00:00:00-05:00	31.59	32.4	30.91	32.07	5072716.0	18.93	19.73	17.61	19.12	45027460.0	68.86	69.44	67.55	69.29	7613202	36.97	37.95	36.725	37.41	39143769.0
2020-01-24 00:00:00-05:00	32.29	33.28	31.95	32.71	9804484.0	18.6	19.25	16.23	17.1902	38723852.0	70.63	71.92	70.02	71.16	20346245	37.5	37.665	36.25	36.83	39843942.0
2020-01-27 00:00:00-05:00	31.56	31.64	29.43	29.95	6616462.0	15.9	18.0	15.61	17.395	11930463.0	68.39	72.45	68.34	71.06	10346932	35.23	36.65	34.19	36.31	17410595.0
2020-01-28 00:00:00-05:00	30.61	32.34	30.0601	32.23	4000116.0	17.96	18.5	17.6	17.96	10640612.0	71.47	74.98	71.03	74.82	13958897	37.14	37.33	36.04	37.0	26900157.0
2020-01-29 00:00:00-05:00	32.57	33.08	31.7036	32.55	4148956.0	18.16	18.16	17.11	17.59	6182220.0	74.5	77.07	74.27	76.16	10813677	36.98	37.565	36.8	37.0	16127335.0
2020-01-30 00:00:00-05:00	31.99	33.84	31.6741	33.4743	4171296.0	17.11	17.77	16.58	17.1	6733705.0	75.42	76.39	74.06	76.1	8125002	36.82	37.1319	35.95	36.68	17898216.0
2020-01-31 00:00:00-05:00	33.35	33.43	31.2501	31.52	4953352.0	17.0293	17.83	16.85	17.15	6089733.0	75.8	76.38	74.33	74.68	6131006	37.0	37.04	35.69	36.3	18621719.0
2020-02-03 00:00:00-05:00	31.69	33.23	31.5801	32.92	4912405.0	17.15	18.94	17.15	18.58	8023764.0	74.89	79.805	74.6	79.795	13498227	36.75	37.64	36.53	37.58	21739327.0
2020-02-04 00:00:00-05:00	33.8	36.94	33.23	36.9	9599579.0	19.31	20.0	18.7652	19.68	14189971.0	79.9	81.68	79.25	80.9	10103672	37.87	38.99	37.26	38.53	30149166.0
2020-02-05 00:00:00-05:00	37.68	38.01	35.3	36.905	6447527.0	20.01	20.09	18.04	18.68	8957669.0	81.98	82.1	77.84	78.39	9964740	38.89	38.97	36.735	36.88	35907559.0
2020-02-06 00:00:00-05:00	37.1	38.65	36.4	38.39	5678262.0	18.46	18.97	18.05	18.52	4661406.0	78.66	79.2	77.8217	78.5	5928441	37.3	37.39	36.73	37.09	28879986.0
2020-02-07 00:00:00-05:00	38.0	38.88	37.69	38.05	4035809.0	18.46	19.25	18.28	18.94	6833929.0	77.8	80.0	77.34	78.85	3992628	39.98	41.0	36.5	40.64	100720964.0
2020-02-10 00:00:00-05:00	37.87	38.64	37.8	38.62	3673862.0	19.31	20.68	19.0	20.55	14765560.0	79.6	80.62	78.9	80.17	3931100	40.65	41.34	39.96	40.02	45840224.0
2020-02-11 00:00:00-05:00	39.26	40.25	38.695	39.67	5397391.0	21.6197	22.28	20.75	21.94	15673734.0	80.56	81.45	79.61	79.88	3730674	40.25	41.465	40.05	41.27	31912196.0
2020-02-12 00:00:00-05:00	40.05	41.52	39.77	41.5	5601051.0	22.19	24.48	21.05	23.06	26851502.0	80.01	80.9059	79.61	79.98	3506744	41.5	41.86	41.065	41.25	23460896.0
2020-02-13 00:00:00-05:00	40.05	41.59	39.12	41.34	6588869.0	22.75	24.69	22.725	23.67	21179523.0	79.3	82.54	79.08	81.0	5912803	40.93	41.55	40.0	40.09	22004986.0
2020-02-14 00:00:00-05:00	41.15	42.39	40.98	41.07	4785915.0	24.56	28.79	24.06	28.67	43156492.0	81.39	82.59	81.01	81.86	4718956	40.02	40.31	38.7	39.63	28460807.0
2020-02-18 00:00:00-05:00	40.38	41.29	39.75	40.165	6349612.0	32.17	38.7199	28.71	30.33	98358673.0	81.68	82.98	81.3508	82.425	4271183	39.49	40.27	39.45	40.17	18527479.0
2020-02-19 00:00:00-05:00	47.51	57.57	47.3	57.225	34568476.0	34.3	37.5	32.0	37.34	75796204.0	83.01	86.48	82.93	85.24	8556365	40.42	41.23	40.115	41.04	19783705.0
2020-02-20 00:00:00-05:00	56.47	58.95	54.41	58.71	18618635.0	38.79	42.49	30.56	37.23	126566774.0	85.23	87.25	80.3	85.74	11513954	41.0	41.19	39.85	40.915	22366380.0
2020-02-21 00:00:00-05:00	57.8	59.15	56.74	59.11	6803808.0	34.42	36.0	32.55	33.71	41424066.0	85.63	86.21	82.725	83.49	6780842	40.89	40.89	40.05	40.72	18665937.0
2020-02-24 00:00:00-05:00	54.59	58.749	54.0	55.26	7942234.0	29.6	36.57	29.1	34.09	43729566.0	76.57	80.8451	76.07	80.22	10170565	38.21	39.14	37.75	38.32	34203023.0
2020-02-25 00:00:00-05:00	57.0	57.01	50.11	50.9	9566722.0	37.18	37.3	33.0	33.61	39608177.0	80.74	81.3999	75.79	77.03	8704543	38.9	39.15	35.5	35.89	45518625.0
2020-02-26 00:00:00-05:00	49.27	53.8	48.79	51.84	6169225.0	31.8	34.69	27.6	28.74	37754221.0	77.68	79.0775	76.0	76.66	8777209	35.53	36.165	33.89	34.46	40548990.0
2020-02-27 00:00:00-05:00	48.81	51.25	45.9901	48.76	8529635.0	23.69	25.0	19.11	22.0031	45607860.0	81.39	85.9354	79.05	79.32	33972617	32.03	34.16	30.67	32.395	61616775.0
2020-02-28 00:00:00-05:00	45.61	50.2199	45.56	48.96	6744999.0	19.96	25.79	19.25	24.56	33923094.0	76.44	84.15	76.42	83.34	22075592	31.81	34.29	31.0	33.87	40282402.0
2020-03-02 00:00:00-05:00	50.46	52.52	48.1538	51.44	6706827.0	27.44	28.0	25.05	25.85	22667101.0	82.8	84.42	79.57	80.7	16883458	34.05	34.08	31.74	32.83	40780285.0
2020-03-03 00:00:00-05:00	52.41	54.6399	51.1	52.44	6789742.0	26.9	27.45	23.76	24.71	19333317.0	80.49	80.6	75.81	78.82	16748764	34.02	34.18	31.9	33.03	33029095.0
2020-03-04 00:00:00-05:00	52.31	54.0	51.51	53.49	5964156.0	25.52	25.75	22.86	23.73	14818748.0	78.35	79.48	75.82	79.217	11847710	33.93	35.34	32.28	34.52	42775960.0
2020-03-05 00:00:00-05:00	52.54	59.0	51.77	56.7	9277550.0	22.68	24.3399	22.03	24.08	18409487.0	77.78	79.02	75.66	76.3221	15086367	33.47	33.57	31.97	32.21	30520256.0
2020-03-06 00:00:00-05:00	55.34	57.32	51.44	53.04	5653135.0	22.46	23.28	21.0	21.65	24887982.0	75.03	75.94	70.27	73.08	30245884	31.23	32.41	30.45	31.68	29274615.0
2020-03-09 00:00:00-04:00	45.7	48.47	42.0	43.38	7559305.0	18.3903	20.3699	17.0	19.44	24511806.0	67.21	67.41	63.33	65.83	30779722	28.5	30.32	28.15	28.1568	35338375.0
2020-03-10 00:00:00-04:00	47.16	47.8218	43.4721	45.59	10294248.0	20.81	21.12	18.0	18.4265	23907974.0	68.32	68.56	63.37	67.25	22311558	29.47	29.86	27.0	28.97	33407347.0
2020-03-11 00:00:00-04:00	44.12	45.26	39.648	41.72	10813614.0	17.92	18.26	15.5	16.43	26612940.0	66.35	66.35	60.82	62.43	25285798	27.91	28.14	25.61	26.245	40128291.0
2020-03-12 00:00:00-04:00	34.4	37.3899	33.0	33.02	9414549.0	13.28	16.09	13.13	13.81	27993192.0	55.0	58.045	52.9701	53.58	36172172	23.26	24.69	22.11	22.61	51018573.0
2020-03-13 00:00:00-04:00	36.25	37.3	31.56	32.86	6395345.0	15.52	15.78	13.48	14.68	22268864.0	56.74	57.79	52.31	57.78	27529332	24.01	24.81	21.13	22.59	50272692.0
2020-03-16 00:00:00-04:00	27.57	31.92	23.7	27.45	16074156.0	12.19	13.6	11.72	11.9	20341718.0	49.25	49.25	40.0	41.21	51412872	20.15	21.49	19.1	20.29	52935270.0
2020-03-17 00:00:00-04:00	28.07	31.6499	26.0	29.28	6584781.0	12.36	13.43	11.19	12.68	23100144.0	43.79	45.2917	39.0	44.73	43371202	20.18	20.31	18.01	18.91	56934590.0
2020-03-18 00:00:00-04:00	26.5	28.75	22.48	23.985	7560520.0	11.53	11.77	9.07	10.5701	23743258.0	41.0	42.0805	32.33	39.4627	46350767	17.76	17.8	13.71	14.82	68373645.0
2020-03-19 00:00:00-04:00	24.0	27.22	21.49	26.25	13821878.0	10.08	11.4	9.4	10.55	21202436.0	40.18	47.42	37.0	39.99	47547618	15.96	21.26	15.7	20.5	79336098.0
2020-03-20 00:00:00-04:00	27.68	31.47	26.02	26.05	8892563.0	11.46	14.74	10.986	11.2201	41380584.0	41.85	43.84	37.81	38.03	50048716	22.53	23.89	20.61	21.4701	68958978.0
2020-03-23 00:00:00-04:00	26.36	28.0	23.4	27.435	5836108.0	11.73	13.34	11.01	12.92	31632942.0	38.47	40.55	36.11	40.01	40880814	21.07	22.73	19.73	22.39	41698346.0
2020-03-24 00:00:00-04:00	30.84	35.259	30.7959	34.33	7584459.0	15.59	17.44	14.631	16.27	59600888.0	43.5	48.88	42.56	46.36	49665998	24.41	26.84	23.59	26.39	51556501.0
2020-03-25 00:00:00-04:00	36.92	40.72	34.5	36.7	17301636.0	17.79	18.39	15.4	16.02	43233890.0	50.29	58.1	49.53	52.44	64510070	26.18	28.45	25.3104	26.19	49431420.0
2020-03-26 00:00:00-04:00	37.65	40.53	34.58	36.18	6085655.0	16.44	18.18	15.73	17.09	34915700.0	53.79	59.25	53.78	56.07	38161036	26.6	28.44	25.78	28.21	37943728.0
2020-03-27 00:00:00-04:00	34.05	34.5	31.27	32.37	10123570.0	16.4	16.4	15.11	15.37	21178390.0	54.0	54.4173	51.48	53.34	27956202	25.82	28.03	25.07	27.28	38500068.0
2020-03-30 00:00:00-04:00	32.76	33.0	30.75	31.99	3583400.0	15.41	15.7499	14.42	14.735	17939922.0	52.9	55.44	51.5301	55.0	22638946	26.33	28.39	25.31	27.83	35316504.0
2020-03-31 00:00:00-04:00	32.85	34.87	31.81	32.28	9236964.0	14.87	15.96	14.55	14.805	17702900.0	54.69	55.24	51.135	52.39	27440598	27.75	28.25	26.92	27.9	39359632.0
2020-04-01 00:00:00-04:00	29.94	31.48	29.11	29.81	3703900.0	13.92	14.4299	12.88	13.3	18055210.0	49.78	50.01	46.05	46.81	31118720	26.5	26.767	24.8101	25.4101	36483849.0
2020-04-02 00:00:00-04:00	29.5	31.57	28.77	29.91	7016976.0	12.94	13.8	12.4	12.96	16496908.0	46.33	48.03	45.0	45.86	24409150	25.01	25.2	23.0	23.5801	33701579.0
2020-04-03 00:00:00-04:00	29.85	30.4393	27.55	28.7	4759656.0	12.97	13.5	12.1	12.16	14659064.0	46.02	46.68	42.33	43.75	34775566	23.73	23.79	21.67	22.8	45826830.0
2020-04-06 00:00:00-04:00	30.81	34.23	30.61	34.06	4409757.0	13.46	14.49	13.04	14.2	22081658.0	47.22	51.1	46.19	50.42	43105722	24.13	26.09	23.93	25.97	62976254.0
2020-04-07 00:00:00-04:00	37.81	38.38	34.42	35.02	4692247.0	15.73	16.07	13.82	14.07	26494448.0	54.78	54.91	49.7	50.3	30371432	27.95	28.11	25.5	25.74	70300468.0
2020-04-08 00:00:00-04:00	36.06	38.42	34.86	37.91	8846784.0	14.33	15.66	14.11	15.35	22569736.0	51.81	57.75	51.81	57.06	46599790	26.4	27.8781	25.79	26.95	54758290.0
2020-04-09 00:00:00-04:00	39.09	41.75	36.53	38.0	5952993.0	16.0	16.4	14.92	15.26	20216872.0	58.88	64.94	58.5	59.21	58301698	27.88	28.89	26.46	27.11	66845004.0
2020-04-13 00:00:00-04:00	38.24	38.43	36.08	37.78	2987678.0	15.59	15.78	14.81	15.45	12585740.0	60.1	60.1	56.12	59.44	28209178	27.04	28.08	26.47	27.98	46945696.0
2020-04-14 00:00:00-04:00	39.57	41.8	39.52	41.36	9084612.0	16.03	20.29	15.96	19.0032	74477766.0	60.02	62.61	59.6145	62.41	33592501	28.0	28.77	27.013	27.755	60549444.0
2020-04-15 00:00:00-04:00	39.3	40.06	38.3	39.62	10192224.0	18.11	21.07	17.62	19.93	62206546.0	59.67	61.76	59.33	61.3	24062736	26.82	27.79	26.44	27.4	36832704.0
2020-04-16 00:00:00-04:00	40.01	40.3	37.89	38.78	12258054.0	20.36	20.8	17.7105	18.1801	40190164.0	58.1	59.3	56.63	57.29	37304296	27.21	28.05	26.46	27.04	44543270.0
2020-04-17 00:00:00-04:00	40.83	41.05	38.7	38.98	10630123.0	19.21	19.6	18.5	18.8499	17582520.0	59.5	61.44	58.7	61.08	27028178	28.69	28.79	27.26	27.99	63651606.0
2020-04-20 00:00:00-04:00	38.0	40.55	37.8	39.0	10037857.0	18.27	19.85	17.91	18.98	22626482.0	59.44	63.59	59.15	61.05	25348214	27.07	28.76	26.9	28.18	54447422.0
2020-04-21 00:00:00-04:00	38.01	38.89	34.3401	35.4985	20405465.0	18.09	18.9	16.56	16.855	22484898.0	60.0	60.44	56.86	57.38	29515216	27.5	28.15	26.6	27.18	40724150.0
2020-04-22 00:00:00-04:00	37.38	38.65	37.0	38.23	4991684.0	17.71	17.79	16.81	17.291	15912056.0	59.35	61.14	58.01	61.1	22319436	27.97	28.56	27.51	28.32	36349584.0
2020-04-23 00:00:00-04:00	38.44	40.7002	38.23	39.48	10009769.0	17.33	17.67	16.38	16.65	15256578.0	61.31	63.5	60.9209	61.8275	24297698	28.75	29.25	28.2414	28.33	52880820.0
2020-04-24 00:00:00-04:00	39.41	40.0	37.08	37.72	10706418.0	16.67	17.2262	16.0	16.93	15011904.0	62.23	62.56	61.04	61.975	17708780	28.51	29.59	28.14	29.5	39425408.0
2020-04-27 00:00:00-04:00	38.21	38.52	36.91	37.2235	13521267.0	17.26	18.461	16.57	17.93	27962162.0	63.61	64.24	61.81	63.64	18996022	29.74	30.49	29.4112	30.09	62921504.0
2020-04-28 00:00:00-04:00	39.73	44.4199	38.91	43.0	21488545.0	18.41	18.83	17.33	17.53	19909206.0	64.17	65.025	60.9	61.74	22552538	31.0	31.83	29.36	30.13	53744457.0
2020-04-29 00:00:00-04:00	44.53	49.28	44.08	48.98	17948146.0	17.89	18.86	17.8	18.23	18128972.0	63.44	66.72	63.39	65.75	27218914	31.0	32.0	30.33	31.41	53540238.0
2020-04-30 00:00:00-04:00	47.51	48.76	45.54	46.88	15036707.0	18.0	18.17	17.22	17.58	12674900.0	65.0	66.89	64.72	65.11	19156600	30.5	31.05	29.75	30.27	34314776.0
2020-05-01 00:00:00-04:00	45.13	46.48	41.76	43.22	5895664.0	17.01	18.1	15.55	17.9162	30462418.0	62.84	63.9095	61.44	62.97	19275340	29.13	29.72	28.325	28.39	37302772.0
2020-05-04 00:00:00-04:00	41.75	44.15	41.57	43.98	3102454.0	16.96	17.48	15.9	16.71	12795696.0	61.34	64.17	61.09	63.68	13837142	27.56	28.07	26.58	27.42	45657236.0
2020-05-05 00:00:00-04:00	46.33	46.5	43.79	44.31	9946308.0	16.98	17.37	16.37	16.57	12548362.0	66.0	68.59	65.21	66.685	23234346	28.25	28.9088	27.44	28.08	57098898.0
2020-05-06 00:00:00-04:00	47.0	53.53	46.5	52.68	10852317.0	17.75	18.95	16.7	18.5	46722622.0	67.32	69.81	67.12	68.23	26955344	27.5	28.06	26.81	27.85	53434735.0
2020-05-07 00:00:00-04:00	52.56	55.88	50.56	54.53	15845116.0	18.97	21.0	18.57	19.8101	49173338.0	69.86	76.8	69.58	74.63	60029038	29.6	31.65	29.58	30.89	97664400.0
2020-05-08 00:00:00-04:00	55.74	57.8428	54.37	57.29	8551400.0	20.42	21.53	18.8	20.17	46942432.0	72.04	76.4	72.0	76.06	39621398	32.59	33.3	31.64	32.69	133612788.0
2020-05-11 00:00:00-04:00	56.67	59.98	55.8505	59.58	9170224.0	18.91	19.99	18.5	19.44	25362218.0	75.7	75.9027	74.36	74.93	24319268	31.98	32.385	31.41	31.65	51561676.0
2020-05-12 00:00:00-04:00	60.43	63.8	59.1002	59.27	13698280.0	19.44	19.89	17.55	17.6	24978226.0	76.0	77.39	74.31	75.2	32837424	31.42	34.45	30.41	32.37	177760094.0
2020-05-13 00:00:00-04:00	58.77	62.05	54.61	57.45	7292308.0	17.52	17.65	16.16	16.54	17532648.0	75.32	75.8	70.82	73.77	26556186	32.3	33.06	30.83	33.02	92409138.0
2020-05-14 00:00:00-04:00	55.15	57.8	54.25	56.97	4723715.0	16.25	16.31	15.05	15.84	18327434.0	72.17	78.25	71.07	78.1927	30971110	32.53	33.0399	31.24	32.79	63111359.0
2020-05-15 00:00:00-04:00	56.49	58.48	55.3601	58.38	8940474.0	15.6	16.46	15.475	15.63	15500448.0	77.75	81.13	76.65	80.39	30614078	32.26	32.89	31.59	32.47	49117950.0
2020-05-18 00:00:00-04:00	61.0	64.5	60.58	64.43	12546180.0	16.7	16.8	15.9	15.97	16573550.0	78.7	81.35	76.44	76.62	31389030	33.7	36.0	32.99	33.64	93834096.0
2020-05-19 00:00:00-04:00	64.8	70.36	64.8	67.03	6814686.0	16.01	16.43	15.62	15.86	12412478.0	76.45	82.14	76.25	79.23	27800580	33.68	34.0	32.86	33.41	39746668.0
2020-05-20 00:00:00-04:00	69.25	69.4018	62.34	64.14	7687838.0	15.24	15.58	14.81	14.87	36584152.0	81.5	83.1	80.52	82.03	19557162	34.12	34.77	33.82	34.49	38223008.0
2020-05-21 00:00:00-04:00	61.0	61.7025	57.52	59.93	15923920.0	15.05	15.28	14.6	14.71	18445693.0	79.5	81.7	78.76	81.52	19030508	34.45	35.01	33.47	34.26	46722529.0
2020-05-22 00:00:00-04:00	60.84	61.489	55.8	56.41	13176466.0	14.96	15.92	14.62	15.72	26300222.0	81.23	82.49	80.83	81.5	12173004	34.15	34.93	33.57	34.82	35789398.0
2020-05-26 00:00:00-04:00	59.83	61.1585	58.05	58.43	4917449.0	16.16	16.85	15.42	16.32	30387396.0	83.98	84.09	80.5	80.8	18083716	35.97	36.0	34.5	34.57	44684490.0
2020-05-27 00:00:00-04:00	59.75	59.75	52.5014	57.88	11474240.0	17.01	17.74	16.05	17.4927	39378068.0	80.04	81.14	76.02	80.96	22619144	34.42	35.0	33.1	34.9	50432776.0
2020-05-28 00:00:00-04:00	57.0	60.17	55.21	55.82	4059441.0	17.0	17.25	16.3	16.47	19076638.0	81.02	82.32	79.0	79.65	19041816	34.9	35.1	33.82	34.16	38960832.0
2020-05-29 00:00:00-04:00	55.74	58.54	55.31	58.13	3462749.0	16.41	17.19	16.3	17.0979	19059816.0	79.73	81.95	79.34	81.13	14346364	34.18	36.45	34.0	36.33	97062507.0
2020-06-01 00:00:00-04:00	58.18	60.5843	57.63	59.68	6650958.0	18.36	18.7	17.26	17.54	42704486.0	81.0	83.42	80.12	82.72	16618760	35.64	36.39	35.16	35.85	41510998.0
2020-06-02 00:00:00-04:00	59.8	60.0	56.2503	56.95	8153692.0	16.89	16.89	15.76	15.81	46407182.0	82.96	88.27	82.38	88.0101	35066056	36.16	36.42	35.26	35.81	37107330.0
2020-06-03 00:00:00-04:00	57.14	57.19	52.66	53.3	12552656.0	15.35	16.79	15.2	16.3917	56426464.0	88.0	92.5496	87.09	91.96	33066994	36.2	37.3678	36.14	36.75	44904878.0
2020-06-04 00:00:00-04:00	53.3	54.06	50.51	51.66	5280954.0	16.21	16.44	15.76	15.8432	26369680.0	90.96	92.9599	86.19	87.72	26032718	36.42	37.3	36.28	36.43	33392572.0
2020-06-05 00:00:00-04:00	53.11	55.85	51.49	54.58	5711415.0	16.21	16.27	15.66	15.8	24999298.0	90.0	91.45	88.067	90.05	21373116	37.53	38.7825	36.92	37.2	59734924.0
2020-06-08 00:00:00-04:00	55.36	55.5	52.02	52.95	6711506.0	16.14	17.37	16.0	17.27	41454080.0	90.5	91.23	88.03	89.59	17028656	37.87	37.9	36.09	37.08	59576654.0
2020-06-09 00:00:00-04:00	52.22	53.54	51.5	51.58	5982314.0	17.25	17.29	16.28	16.67	20717356.0	89.02	91.6538	87.87	89.6	15020530	36.7	37.33	36.25	36.59	29010810.0
2020-06-10 00:00:00-04:00	52.5	52.51	47.8388	49.32	10342987.0	16.67	16.7892	15.86	16.15	19202682.0	90.26	92.97	89.5	91.96	17616058	36.69	36.8	34.265	34.82	83604690.0
2020-06-11 00:00:00-04:00	45.99	49.41	45.4201	47.67	11637230.0	15.24	15.66	14.3	14.45	33924498.0	87.75	90.0	85.77	86.12	28223258	32.63	33.245	30.8904	31.1101	89077487.0
2020-06-12 00:00:00-04:00	50.0	50.16	47.32	47.32	1216576.0	15.13	15.24	14.54	14.5511	10150662.0	89.02	89.18	85.72	85.76	5399378	32.73	32.74	31.36	31.43	20096798.0
2020-06-15 00:00:00-04:00	47.53	51.195	46.76	50.46	9561950.0	14.45	15.535	14.21	15.31	20137403.0	84.79	91.3	84.06	91.09	19013228	31.16	32.68	31.0201	32.67	39253996.0
2020-06-16 00:00:00-04:00	52.37	55.02	51.37	52.75	16801373.0	16.02	16.08	15.07	15.39	16514592.0	93.07	95.8681	92.56	94.79	25467220	34.0	34.17	32.43	33.49	41216430.0
2020-06-17 00:00:00-04:00	52.15	52.23	37.81	39.04	107618418.0	15.28	15.73	14.92	14.96	13241122.0	94.78	100.0	94.7	97.01	33213432	33.5	33.595	33.011	33.29	26186198.0
2020-06-18 00:00:00-04:00	43.29	47.1897	43.28	45.72	55680745.0	14.92	15.455	14.77	15.2	15181386.0	97.0	98.6499	95.82	98.27	16298028	33.0	33.44	32.8	33.37	28531038.0
2020-06-19 00:00:00-04:00	46.81	49.67	45.9301	46.72	14903061.0	15.3	15.67	14.95	14.955	16158232.0	100.1	102.26	97.94	97.99	26407198	33.98	34.02	32.27	32.28	43442466.0
2020-06-22 00:00:00-04:00	46.77	47.35	44.92	45.55	5367284.0	17.7	17.7	16.12	17.38	48108014.0	99.74	105.46	99.25	104.24	16061087	32.43	32.85	31.43	32.68	15838827.0
2020-06-23 00:00:00-04:00	46.24	46.935	44.96	45.49	3422762.0	17.45	17.58	16.4	16.44	19091899.0	105.0	106.36	103.05	104.74	13391491	32.88	33.21	32.5901	33.05	11868193.0
2020-06-24 00:00:00-04:00	45.0	47.14	44.45	46.68	6816077.0	16.24	16.61	15.3	15.51	12887296.0	104.0	105.7492	98.93	100.88	12894746	32.75	32.93	30.455	30.47	28386600.0
